EntrezID	GeneName	GeneSymbol
54952	tRNA selenocysteine 1 associated protein 1	TRNAU1AP
54956	poly (ADP-ribose) polymerase family, member 16	PARP16
54957	thioredoxin-like 4B	TXNL4B
54959	odontogenic, ameloblast asssociated	ODAM
5496	protein phosphatase, Mg2+/Mn2+ dependent, 1G	PPM1G
54962	TIMELESS interacting protein	TIPIN
54963	uridine-cytidine kinase 1-like 1	UCKL1
54965	phosphatidylinositol glycan anchor biosynthesis, class X	PIGX
54968	transmembrane protein 70	TMEM70
54971	BTG3 associated nuclear protein	BANP
54972	transmembrane protein 132A	TMEM132A
54974	tRNA-histidine guanylyltransferase 1-like (S. cerevisiae)	THG1L
54978	solute carrier family 35, member F6	SLC35F6
54981	nicotinamide riboside kinase 1	NMRK1
54982	ceroid-lipofuscinosis, neuronal 6, late infantile, variant	CLN6
54984	PIN2/TERF1 interacting, telomerase inhibitor 1	PINX1
54986	unc-51-like kinase 4 (C. elegans)	ULK4
54987	chromosome 1 open reading frame 123	C1orf123
54988	acyl-CoA synthetase medium-chain family member 5	ACSM5
54993	zinc finger and SCAN domain containing 2	ZSCAN2
54995	3-oxoacyl-ACP synthase, mitochondrial	OXSM
54996	mitochondrial amidoxime reducing component 2	MARC2
54997	tescalcin	TESC
54998	aurora kinase A interacting protein 1	AURKAIP1
55	acid phosphatase, prostate	ACPP
55004	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	LAMTOR1
55005	required for meiotic nuclear division 1 homolog (S. cerevisiae)	RMND1
55008	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	HERC6
5501	protein phosphatase 1, catalytic subunit, gamma isozyme	PPP1CC
55010	PARP1 binding protein	PARPBP
55014	syntaxin 17	STX17
55016	membrane-associated ring finger (C3HC4) 1, E3 ubiquitin protein ligase	MARCH1
55022	phosphotyrosine interaction domain containing 1	PID1
55023	pleckstrin homology domain interacting protein	PHIP
55024	B-cell scaffold protein with ankyrin repeats 1	BANK1
55031	ubiquitin specific peptidase 47	USP47
55032	solute carrier family 35, member A5	SLC35A5
55033	FK506 binding protein 14, 22 kDa	FKBP14
55034	molybdenum cofactor sulfurase	MOCOS
55035	nucleolar protein 8	NOL8
55037	pentatricopeptide repeat domain 3	PTCD3
55039	tRNA methyltransferase 12 homolog (S. cerevisiae)	TRMT12
55048	vacuolar protein sorting 37 homolog C (S. cerevisiae)	VPS37C
55051	NRDE-2, necessary for RNA interference, domain containing	NRDE2
55055	zwilch kinetochore protein	ZWILCH
55062	WD repeat domain, phosphoinositide interacting 1	WIPI1
55065	solute carrier family 52, riboflavin transporter, member 1	SLC52A1
55066	pyruvate dehydrogenase phosphatase regulatory subunit	PDPR
55074	oxidation resistance 1	OXR1
55075	uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA
55079	FEZ family zinc finger 2	FEZF2
55080	TAP binding protein-like	TAPBPL
55081	intraflagellar transport 57 homolog (Chlamydomonas)	IFT57
55082	arginine and glutamate rich 1	ARGLU1
55083	kinesin family member 26B	KIF26B
55084	sine oculis binding protein homolog (Drosophila)	SOBP
55089	solute carrier family 38, member 4	SLC38A4
55093	WDYHV motif containing 1	WDYHV1
55094	G patch domain containing 1	GPATCH1
55095	sterile alpha motif domain containing 4B	SAMD4B
551	arginine vasopressin	AVP
5510	protein phosphatase 1, regulatory subunit 7	PPP1R7
55102	autophagy related 2B	ATG2B
55105	G patch domain containing 2	GPATCH2
55107	anoctamin 1, calcium activated chloride channel	ANO1
55109	angiogenic factor with G patch and FHA domains 1	AGGF1
5511	protein phosphatase 1, regulatory subunit 8	PPP1R8
55114	Rho GTPase activating protein 17	ARHGAP17
55119	PRP38 pre-mRNA processing factor 38 (yeast) domain containing B	PRPF38B
55124	piwi-like RNA-mediated gene silencing 2	PIWIL2
55128	tripartite motif containing 68	TRIM68
55131	RNA binding motif protein 28	RBM28
55133	S1 RNA binding domain 1	SRBD1
55135	WD repeat containing, antisense to TP53	WRAP53
55142	HAUS augmin-like complex, subunit 2	HAUS2
55143	cell division cycle associated 8	CDCA8
55145	THAP domain containing, apoptosis associated protein 1	THAP1
55147	RNA binding motif protein 23	RBM23
55148	ubiquitin protein ligase E3 component n-recognin 7 (putative)	UBR7
55152	DALR anticodon binding domain containing 3	DALRD3
55153	SDA1 domain containing 1	SDAD1
55154	misato homolog 1 (Drosophila)	MSTO1
55156	armadillo repeat containing 1	ARMC1
55157	aspartyl-tRNA synthetase 2, mitochondrial	DARS2
55159	ring finger and WD repeat domain 3	RFWD3
5516	protein phosphatase 2, catalytic subunit, beta isozyme	PPP2CB
55160	Rho guanine nucleotide exchange factor (GEF) 10-like	ARHGEF10L
55161	transmembrane protein 33	TMEM33
55165	centrosomal protein 55kDa	CEP55
55166	centromere protein Q	CENPQ
55168	mitochondrial ribosomal protein S18A	MRPS18A
55173	mitochondrial ribosomal protein S10	MRPS10
55174	integrator complex subunit 10	INTS10
55177	regulator of microtubule dynamics 3	RMDN3
55179	Fas apoptotic inhibitory molecule	FAIM
5518	protein phosphatase 2, regulatory subunit A, alpha	PPP2R1A
55181	smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)	SMG8
55186	solute carrier family 25 (pyrimidine nucleotide carrier ), member 36	SLC25A36
55187	vacuolar protein sorting 13 homolog D (S. cerevisiae)	VPS13D
55188	resistance to inhibitors of cholinesterase 8 homolog B (C. elegans)	RIC8B
5519	protein phosphatase 2, regulatory subunit A, beta	PPP2R1B
55193	polybromo 1	PBRM1
55198	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	APPL2
552	arginine vasopressin receptor 1A	AVPR1A
5520	protein phosphatase 2, regulatory subunit B, alpha	PPP2R2A
55200	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	PLEKHG6
55201	microtubule-associated protein 1S	MAP1S
55205	zinc finger protein 532	ZNF532
55206	strawberry notch homolog 1 (Drosophila)	SBNO1
55207	ADP-ribosylation factor-like 8B	ARL8B
5521	protein phosphatase 2, regulatory subunit B, beta	PPP2R2B
55210	ATPase family, AAA domain containing 3A	ATAD3A
55212	Bardet-Biedl syndrome 7	BBS7
55214	leprecan-like 1	LEPREL1
55215	Fanconi anemia, complementation group I	FANCI
5522	protein phosphatase 2, regulatory subunit B, gamma	PPP2R2C
55224	ethanolamine kinase 2	ETNK2
55226	N-acetyltransferase 10 (GCN5-related)	NAT10
55229	pantothenate kinase 4	PANK4
5523	protein phosphatase 2, regulatory subunit B'', alpha	PPP2R3A
55230	ubiquitin specific peptidase 40	USP40
55231	coiled-coil domain containing 87	CCDC87
55236	ubiquitin-like modifier activating enzyme 6	UBA6
5524	protein phosphatase 2A activator, regulatory subunit 4	PPP2R4
55240	STEAP family member 3, metalloreductase	STEAP3
55243	kin of IRRE like (Drosophila)	KIRREL
55244	solute carrier family 47, member 1	SLC47A1
55250	elongator acetyltransferase complex subunit 2	ELP2
55253	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)	TYW1
55256	acireductone dioxygenase 1	ADI1
5526	protein phosphatase 2, regulatory subunit B', beta	PPP2R5B
55260	transmembrane protein 143	TMEM143
55268	enoyl CoA hydratase domain containing 2	ECHDC2
55269	paraspeckle component 1	PSPC1
5527	protein phosphatase 2, regulatory subunit B', gamma	PPP2R5C
55272	IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)	IMP3
55273	transmembrane protein 100	TMEM100
55274	PHD finger protein 10	PHF10
55275	vacuolar protein sorting 53 homolog (S. cerevisiae)	VPS53
55276	phosphoglucomutase 2	PGM2
55277	FGGY carbohydrate kinase domain containing	FGGY
55279	zinc finger protein 654	ZNF654
55283	mucolipin 3	MCOLN3
55284	ubiquitin-conjugating enzyme E2W (putative)	UBE2W
55289	acyl-CoA oxidase-like	ACOXL
5529	protein phosphatase 2, regulatory subunit B', epsilon isoform	PPP2R5E
55291	protein phosphatase 6, regulatory subunit 3	PPP6R3
55297	coiled-coil domain containing 91	CCDC91
55299	BRX1, biogenesis of ribosomes, homolog (S. cerevisiae)	BRIX1
553	arginine vasopressin receptor 1B	AVPR1B
5530	protein phosphatase 3, catalytic subunit, alpha isozyme	PPP3CA
55300	phosphatidylinositol 4-kinase type 2 beta	PI4K2B
55304	serine palmitoyltransferase, long chain base subunit 3	SPTLC3
553117	ribosomal protein L39 pseudogene 5	RPL39P5
55312	riboflavin kinase	RFK
55315	solute carrier family 29 (nucleoside transporters), member 3	SLC29A3
55316	radical S-adenosyl methionine domain containing 1	RSAD1
55317	adaptor-related protein complex 5, sigma 1 subunit	AP5S1
55320	MIS18 binding protein 1	MIS18BP1
55323	La ribonucleoprotein domain family, member 6	LARP6
55324	ATP-binding cassette, sub-family F (GCN20), member 3	ABCF3
55325	UFM1-specific peptidase 2	UFSP2
55326	1-acylglycerol-3-phosphate O-acyltransferase 5	AGPAT5
55329	meiosis-specific nuclear structural 1	MNS1
55330	biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino	BLOC1S4
55331	alkaline ceramidase 3	ACER3
55332	DNA-damage regulated autophagy modulator 1	DRAM1
55333	synaptojanin 2 binding protein	SYNJ2BP
55334	solute carrier family 39 (zinc transporter), member 9	SLC39A9
5534	protein phosphatase 3, regulatory subunit B, alpha	PPP3R1
55341	large subunit GTPase 1 homolog (S. cerevisiae)	LSG1
55342	spermatid perinuclear RNA binding protein	STRBP
55344	phosphatidylinositol-specific phospholipase C, X domain containing 1	PLCXD1
55347	abhydrolase domain containing 10	ABHD10
55349	choline dehydrogenase	CHDH
55350	vanin 3	VNN3
55352	coordinator of PRMT5, differentiation stimulator	COPRS
55355	Holliday junction recognition protein	HJURP
5536	protein phosphatase 5, catalytic subunit	PPP5C
55363	hemogen	HEMGN
55365	transmembrane protein 176A	TMEM176A
5537	protein phosphatase 6, catalytic subunit	PPP6C
55374	transmembrane and coiled-coil domains 6	TMCO6
5538	palmitoyl-protein thioesterase 1	PPT1
5539	pancreatic polypeptide	PPY
5540	pancreatic polypeptide receptor 1	PPYR1
554045	double homeobox 4 like 9	DUX4L9
5542	proline-rich protein BstNI subfamily 1	PRB1
55422	zinc finger protein 331	ZNF331
55423	signal-regulatory protein gamma	SIRPG
554235	aspartate dehydrogenase domain containing	ASPDH
554313	histone cluster 2, H4b	HIST2H4B
55435	adaptor-related protein complex 1 associated regulatory protein	AP1AR
55437	STE20-related kinase adaptor beta	STRADB
5544	proline-rich protein BstNI subfamily 3	PRB3
5545	proline-rich protein BstNI subfamily 4	PRB4
55454	chondroitin sulfate N-acetylgalactosaminyltransferase 2	CSGALNACT2
5546	papillary renal cell carcinoma (translocation-associated)	PRCC
55486	presenilin associated, rhomboid-like	PARL
5549	proline/arginine-rich end leucine-rich repeat protein	PRELP
5550	prolyl endopeptidase	PREP
55500	ethanolamine kinase 1	ETNK1
55502	hairy and enhancer of split 6 (Drosophila)	HES6
55503	transient receptor potential cation channel, subfamily V, member 6	TRPV6
55504	tumor necrosis factor receptor superfamily, member 19	TNFRSF19
55506	H2A histone family, member Y2	H2AFY2
55509	basic leucine zipper transcription factor, ATF-like 3	BATF3
5551	perforin 1 (pore forming protein)	PRF1
55512	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)	SMPD3
55515	acid-sensing (proton-gated) ion channel family member 4	ASIC4
55526	dehydrogenase E1 and transketolase domain containing 1	DHTKD1
55527	fem-1 homolog a (C. elegans)	FEM1A
55531	ELMO/CED-12 domain containing 1	ELMOD1
55532	solute carrier family 30, member 10	SLC30A10
55534	mastermind-like 3 (Drosophila)	MAML3
55536	cell division cycle associated 7-like	CDCA7L
55540	interleukin 17 receptor B	IL17RB
55553	SRY (sex determining region Y)-box 6	SOX6
55554	kallikrein-related peptidase 15	KLK15
55556	enolase superfamily member 1	ENOSF1
55559	HAUS augmin-like complex, subunit 7	HAUS7
55565	zinc finger protein 821	ZNF821
5557	primase, DNA, polypeptide 1 (49kDa)	PRIM1
55572	FAD-dependent oxidoreductase domain containing 1	FOXRED1
55573	CDV3 homolog (mouse)	CDV3
55576	stabilin 2	STAB2
55586	myo-inositol oxygenase	MIOX
55588	mediator complex subunit 29	MED29
55589	BMP2 inducible kinase	BMP2K
55599	RNA-binding region (RNP1, RRM) containing 3	RNPC3
55600	intelectin 1 (galactofuranose binding)	ITLN1
55601	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	DDX60
55602	CDKN2A interacting protein	CDKN2AIP
55604	leucine rich repeat containing 16A	LRRC16A
55605	kinesin family member 21A	KIF21A
55607	protein phosphatase 1, regulatory subunit 9A	PPP1R9A
55609	zinc finger protein 280C	ZNF280C
55611	OTU domain, ubiquitin aldehyde binding 1	OTUB1
55612	fermitin family member 1	FERMT1
55614	kinesin family member 16B	KIF16B
55616	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	ASAP3
55617	taspase, threonine aspartase, 1	TASP1
55619	dedicator of cytokinesis 10	DOCK10
5562	protein kinase, AMP-activated, alpha 1 catalytic subunit	PRKAA1
55626	autophagy/beclin-1 regulator 1	AMBRA1
55628	zinc finger protein 407	ZNF407
55629	proline-rich nuclear receptor coactivator 2	PNRC2
5563	protein kinase, AMP-activated, alpha 2 catalytic subunit	PRKAA2
55630	solute carrier family 39 (zinc transporter), member 4	SLC39A4
55632	G2/M-phase specific E3 ubiquitin protein ligase	G2E3
55634	KRAB box domain containing 4	KRBOX4
55635	DEP domain containing 1	DEPDC1
55636	chromodomain helicase DNA binding protein 7	CHD7
5564	protein kinase, AMP-activated, beta 1 non-catalytic subunit	PRKAB1
55640	feline leukemia virus subgroup C cellular receptor family, member 2	FLVCR2
55644	O-sialoglycoprotein endopeptidase	OSGEP
55647	RAB20, member RAS oncogene family	RAB20
5565	protein kinase, AMP-activated, beta 2 non-catalytic subunit	PRKAB2
55650	phosphatidylinositol glycan anchor biosynthesis, class V	PIGV
55651	NHP2 ribonucleoprotein	NHP2
55654	transmembrane protein 127	TMEM127
55657	zinc finger protein 692	ZNF692
55665	upregulator of cell proliferation	URGCP
55666	nuclear protein localization 4 homolog (S. cerevisiae)	NPLOC4
55667	DENN/MADD domain containing 4C	DENND4C
55669	mitofusin 1	MFN1
5567	protein kinase, cAMP-dependent, catalytic, beta	PRKACB
55670	peroxisomal biogenesis factor 26	PEX26
55676	solute carrier family 30 (zinc transporter), member 6	SLC30A6
5568	protein kinase, cAMP-dependent, catalytic, gamma	PRKACG
55681	SCY1-like 2 (S. cerevisiae)	SCYL2
55683	KAT8 regulatory NSL complex subunit 3	KANSL3
55684	RAB, member RAS oncogene family-like 6	RABL6
55686	melanoregulin	MREG
5569	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	PKIA
55691	FERM domain containing 4A	FRMD4A
55693	lysine (K)-specific demethylase 4D	KDM4D
55696	RNA binding motif protein 22	RBM22
55697	Vac14 homolog (S. cerevisiae)	VAC14
55698	Ras association and DIL domains	RADIL
55699	isoleucyl-tRNA synthetase 2, mitochondrial	IARS2
55701	Rho guanine nucleotide exchange factor (GEF) 40	ARHGEF40
55703	polymerase (RNA) III (DNA directed) polypeptide B	POLR3B
5571	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	PRKAG1
55711	fatty acyl CoA reductase 2	FAR2
55713	zinc finger protein 334	ZNF334
55715	docking protein 4	DOK4
55716	limb region 1 homolog (mouse)-like	LMBR1L
55718	polymerase (RNA) III (DNA directed) polypeptide E (80kD)	POLR3E
55720	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	TSR1
55722	centrosomal protein 72kDa	CEP72
55723	ASF1 anti-silencing function 1 homolog B (S. cerevisiae)	ASF1B
55726	asunder, spermatogenesis regulator	ASUN
5573	protein kinase, cAMP-dependent, regulatory, type I, alpha	PRKAR1A
55733	hedgehog acyltransferase	HHAT
55734	ZFP64 zinc finger protein	ZFP64
55735	DnaJ (Hsp40) homolog, subfamily C, member 11	DNAJC11
55737	vacuolar protein sorting 35 homolog (S. cerevisiae)	VPS35
55739	carbohydrate kinase domain containing	CARKD
55740	enabled homolog (Drosophila)	ENAH
55743	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase	CHFR
55747	family with sequence similarity 21, member B	FAM21B
55749	cell division cycle and apoptosis regulator 1	CCAR1
5575	protein kinase, cAMP-dependent, regulatory, type I, beta	PRKAR1B
55750	acylglycerol kinase	AGK
55753	oxoglutarate dehydrogenase-like	OGDHL
55754	transmembrane protein 30A	TMEM30A
55755	CDK5 regulatory subunit associated protein 2	CDK5RAP2
55758	REST corepressor 3	RCOR3
55759	WD repeat domain 12	WDR12
5576	protein kinase, cAMP-dependent, regulatory, type II, alpha	PRKAR2A
55762	zinc finger protein 701	ZNF701
55763	exocyst complex component 1	EXOC1
55764	intraflagellar transport 122 homolog (Chlamydomonas)	IFT122
55766	H2A histone family, member J	H2AFJ
5577	protein kinase, cAMP-dependent, regulatory, type II, beta	PRKAR2B
55770	exocyst complex component 2	EXOC2
55775	tyrosyl-DNA phosphodiesterase 1	TDP1
55784	multiple C2 domains, transmembrane 2	MCTP2
55785	FYVE, RhoGEF and PH domain containing 6	FGD6
55787	taxilin gamma	TXLNG
55788	LMBR1 domain containing 1	LMBRD1
55789	DEP domain containing 1B	DEPDC1B
5579	protein kinase C, beta	PRKCB
55790	chondroitin sulfate N-acetylgalactosaminyltransferase 1	CSGALNACT1
55791	ligand dependent nuclear receptor interacting factor 1	LRIF1
55793	family with sequence similarity 63, member A	FAM63A
55795	PCI domain containing 2	PCID2
558	AXL receptor tyrosine kinase	AXL
5580	protein kinase C, delta	PRKCD
55800	sodium channel, voltage-gated, type III, beta subunit	SCN3B
55801	interleukin 26	IL26
55803	ArfGAP with dual PH domains 2	ADAP2
55806	hair growth associated	HR
55808	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	ST6GALNAC1
5581	protein kinase C, epsilon	PRKCE
55810	forkhead box J2	FOXJ2
55811	adenylate cyclase 10 (soluble)	ADCY10
55812	spermatogenesis associated 7	SPATA7
55813	UTP6, small subunit (SSU) processome component, homolog (yeast)	UTP6
55814	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	BDP1
55815	translin-associated factor X interacting protein 1	TSNAXIP1
55816	docking protein 5	DOK5
55818	lysine (K)-specific demethylase 3A	KDM3A
5582	protein kinase C, gamma	PRKCG
55821	allantoicase	ALLC
55824	phosphoprotein associated with glycosphingolipid microdomains 1	PAG1
55825	peroxisomal trans-2-enoyl-CoA reductase	PECR
55827	DDB1 and CUL4 associated factor 6	DCAF6
55829	VCP-interacting membrane protein	VIMP
5583	protein kinase C, eta	PRKCH
55832	cullin-associated and neddylation-dissociated 1	CAND1
55835	centromere protein J	CENPJ
55837	E2F-associated phosphoprotein	EAPP
5584	protein kinase C, iota	PRKCI
55840	ELL associated factor 2	EAF2
55843	Rho GTPase activating protein 15	ARHGAP15
